EmployeeID,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,JobLevel,BusinessTravel,EmploymentType,WorkLocation,RemoteWork,DateOfJoining,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,MonthlyIncome,AnnualSalary,SalaryHikePercent,Bonus,StockOptionLevel,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumberOfProjects,PromotionInLast5Years,EngagementScore,AbsenteeismDays,ManagerRating,TeamSize,Attrition,DistanceFromHome,HealthIssues,JobInvolvement,StressLevel,HiringSource,CostToHire,ReplacementCost,Region,AgeGroup
763,Female,52,Divorced,PhD,IT,Team Lead,5,Travel_Frequently,Contract,Bangalore,Yes,13-10-2019,6.4,8,4,145113,1741356,22,32827,1,Yes,3,4,1,1,7,No,63,0,4,4,No,27,No,2,4,Campus,16488,44541,South,45-54
764,Female,31,Divorced,Master,Marketing,Team Lead,5,Travel_Rarely,Contract,Bangalore,No,05-02-2021,5,4,6,64776,777312,12,33733,0,No,3,3,4,3,11,No,74,19,4,6,No,28,Yes,4,3,LinkedIn,13567,87194,North,25-34
765,Male,45,Married,High School,Sales,Executive,3,Travel_Rarely,Contract,Ahmedabad,No,15-09-2016,9.4,3,1,46627,559524,11,16888,1,Yes,4,3,2,4,4,Yes,7,10,1,13,No,26,Yes,4,3,Referral,46097,31036,South,35-44
766,Female,32,Single,High School,HR,Team Lead,4,Non-Travel,Contract,Mumbai,Yes,05-05-2020,5.8,4,1,120396,1444752,12,22285,1,No,4,4,3,3,13,No,61,6,4,11,No,23,Yes,1,3,Consultancy,40253,54396,North,25-34
767,Male,37,Divorced,Bachelor,HR,Analyst,4,Non-Travel,Contract,Pune,No,26-06-2024,1.7,7,8,23372,280464,5,29408,2,No,4,3,4,1,12,Yes,19,14,1,12,No,1,No,3,2,Campus,33456,67401,South,35-44
768,Male,40,Divorced,Bachelor,Finance,Analyst,3,Travel_Frequently,Contract,Ahmedabad,No,23-03-2023,2.9,7,0,45390,544680,6,13499,0,Yes,3,2,2,2,5,Yes,26,6,3,11,Yes,14,No,3,1,LinkedIn,48883,42625,North,35-44
769,Female,33,Divorced,Master,Finance,Team Lead,4,Travel_Rarely,Contract,Delhi,Yes,04-02-2022,4,3,7,36471,437652,6,39654,2,Yes,4,1,2,4,6,No,53,8,3,11,No,13,Yes,1,1,Referral,31162,48833,North,25-34
770,Female,39,Divorced,PhD,Marketing,Specialist,3,Non-Travel,Contract,Pune,Yes,13-03-2020,5.9,2,7,140788,1689456,16,36273,2,No,1,3,1,2,2,No,4,16,3,7,Yes,23,Yes,1,4,Campus,19585,75604,North,35-44
771,Male,42,Married,Master,Finance,Team Lead,3,Non-Travel,Full-Time,Ahmedabad,No,20-09-2023,2.4,2,0,112506,1350072,13,10247,2,No,2,3,2,3,14,No,64,18,1,5,No,4,No,1,2,Campus,33545,82759,South,35-44
772,Male,38,Married,High School,IT,Executive,1,Non-Travel,Contract,Pune,Yes,18-09-2024,1.4,2,2,88071,1056852,19,45588,1,Yes,4,4,1,1,3,No,39,2,2,12,No,20,No,2,1,Campus,26640,51535,North,35-44
773,Female,55,Married,Master,Operations,Team Lead,1,Travel_Frequently,Contract,Bangalore,Yes,12-10-2017,8.4,0,5,109680,1316160,23,37260,2,No,3,4,3,1,5,Yes,94,18,3,9,No,15,No,1,3,Campus,39907,65411,North,45-54
774,Male,55,Divorced,High School,Operations,Manager,5,Non-Travel,Contract,Delhi,No,16-09-2021,4.4,0,0,117942,1415304,18,33749,0,Yes,2,3,3,3,12,Yes,61,8,3,8,No,3,Yes,3,2,Referral,49866,46644,West,45-54
775,Male,57,Divorced,High School,Operations,Executive,5,Non-Travel,Full-Time,Pune,No,04-01-2020,6.1,2,1,134160,1609920,21,27048,2,Yes,1,2,2,1,14,No,27,17,2,6,No,17,No,4,4,Referral,16517,34287,South,55-64
776,Female,54,Divorced,PhD,Finance,Manager,4,Travel_Rarely,Full-Time,Delhi,Yes,30-03-2019,6.9,2,4,132264,1587168,14,9904,1,No,4,1,2,3,4,No,79,8,2,14,No,18,Yes,3,1,Campus,28472,62732,West,45-54
777,Female,55,Single,Bachelor,Marketing,Team Lead,1,Travel_Frequently,Full-Time,Ahmedabad,Yes,25-06-2015,10.7,0,0,139409,1672908,11,48181,1,No,1,4,4,3,13,Yes,27,7,1,6,Yes,19,Yes,1,3,Campus,11705,91533,West,45-54
778,Male,32,Divorced,Bachelor,Finance,Executive,4,Non-Travel,Contract,Ahmedabad,No,02-03-2023,3,4,9,100071,1200852,24,25223,1,Yes,2,2,1,2,10,No,51,9,3,12,No,15,No,4,3,Referral,26515,44806,East,25-34
779,Male,57,Married,Bachelor,Finance,Team Lead,5,Non-Travel,Contract,Bangalore,No,19-06-2023,2.7,5,8,61941,743292,8,43898,1,No,1,4,1,2,1,No,33,19,3,6,No,14,Yes,1,2,LinkedIn,31936,81166,South,55-64
780,Female,23,Single,High School,Marketing,Specialist,1,Travel_Rarely,Full-Time,Mumbai,Yes,17-06-2015,10.7,7,7,119395,1432740,18,5164,2,Yes,3,1,1,2,13,No,29,19,4,10,No,24,Yes,3,1,Referral,40144,20036,East,18-24
781,Male,40,Single,PhD,Operations,Executive,1,Travel_Frequently,Full-Time,Bangalore,No,22-05-2024,1.8,0,7,30273,363276,23,16615,1,Yes,2,3,1,2,4,Yes,73,2,2,4,No,18,No,2,3,Consultancy,16406,82678,East,35-44
782,Male,44,Married,Bachelor,Marketing,Manager,2,Travel_Frequently,Contract,Mumbai,Yes,07-03-2023,3,5,8,131377,1576524,14,21878,0,Yes,2,4,3,4,3,No,62,13,4,5,No,29,No,3,1,LinkedIn,26088,51001,East,35-44
783,Female,35,Married,Bachelor,Marketing,Executive,1,Travel_Frequently,Full-Time,Pune,Yes,13-05-2017,8.8,9,2,24286,291432,17,23814,1,Yes,3,3,2,4,11,Yes,46,5,3,9,No,11,No,1,3,Referral,32262,72290,North,25-34
784,Female,36,Married,Master,Sales,Executive,3,Non-Travel,Contract,Delhi,No,05-04-2019,6.9,5,8,31766,381192,8,22837,0,No,2,4,4,3,4,Yes,36,10,2,9,No,2,No,2,4,Campus,22268,30844,East,35-44
785,Female,53,Divorced,Master,HR,Executive,2,Non-Travel,Full-Time,Delhi,No,23-02-2023,3,7,4,31233,374796,12,49893,2,Yes,1,1,2,3,5,No,84,0,3,10,No,23,No,3,3,Campus,32623,43806,South,45-54
786,Female,58,Married,PhD,Finance,Analyst,4,Non-Travel,Contract,Delhi,Yes,30-01-2017,9.1,3,8,134162,1609944,17,40225,2,Yes,3,4,3,1,2,Yes,47,4,2,7,No,23,No,1,3,Consultancy,34324,34003,West,55-64
787,Male,22,Divorced,High School,Sales,Analyst,3,Travel_Frequently,Contract,Bangalore,Yes,08-06-2018,7.7,6,6,115479,1385748,20,20826,0,No,4,1,2,4,14,Yes,66,13,4,4,No,27,No,1,3,Consultancy,16801,54426,West,18-24
788,Male,34,Married,PhD,Finance,Analyst,5,Travel_Rarely,Full-Time,Ahmedabad,No,13-08-2018,7.5,9,3,125603,1507236,10,47052,2,No,4,1,2,1,1,Yes,42,4,3,5,No,20,No,4,3,Consultancy,20116,48436,South,25-34
789,Male,25,Divorced,High School,IT,Executive,2,Travel_Rarely,Contract,Ahmedabad,Yes,24-06-2016,9.7,0,2,24125,289500,14,38726,2,No,4,2,3,3,5,No,72,5,4,6,No,11,Yes,2,4,Referral,21043,29570,East,18-24
790,Female,35,Divorced,Master,Sales,Analyst,2,Non-Travel,Contract,Mumbai,No,27-10-2024,1.3,0,2,110177,1322124,23,22129,1,No,1,1,4,1,2,No,68,0,1,13,Yes,25,No,4,1,LinkedIn,41339,27587,West,25-34
791,Female,36,Married,Bachelor,Finance,Manager,4,Non-Travel,Contract,Bangalore,No,11-08-2015,10.5,1,5,130894,1570728,16,13339,2,Yes,1,3,4,3,2,Yes,82,9,3,8,No,24,No,4,3,Consultancy,28189,89105,North,35-44
792,Male,57,Single,High School,Finance,Executive,3,Travel_Frequently,Contract,Delhi,No,03-06-2024,1.7,2,7,117585,1411020,22,32228,2,Yes,3,4,3,1,10,Yes,45,5,4,4,No,17,No,3,1,Campus,14507,48854,North,55-64
793,Male,31,Divorced,High School,Operations,Executive,1,Non-Travel,Full-Time,Mumbai,No,01-02-2016,10.1,1,7,99870,1198440,13,24074,0,Yes,2,3,3,4,9,No,36,18,4,11,No,17,No,1,2,Consultancy,49164,64963,West,25-34
794,Female,27,Divorced,Master,HR,Manager,2,Travel_Rarely,Contract,Delhi,No,26-10-2015,10.3,4,4,40733,488796,10,33424,2,Yes,3,3,2,2,13,Yes,22,4,3,12,No,11,Yes,1,2,Referral,22195,36494,West,25-34
795,Female,26,Divorced,PhD,Operations,Analyst,5,Non-Travel,Full-Time,Bangalore,Yes,20-01-2021,5.1,2,5,81635,979620,12,284,2,No,2,3,3,4,9,No,54,15,1,4,No,13,Yes,1,2,LinkedIn,27673,95909,West,25-34
796,Male,54,Divorced,High School,Finance,Specialist,2,Non-Travel,Contract,Mumbai,Yes,11-05-2021,4.8,9,1,135843,1630116,8,25724,2,Yes,3,3,4,4,14,No,44,18,1,10,No,26,Yes,3,2,LinkedIn,46173,35993,West,45-54
797,Male,49,Divorced,High School,Sales,Manager,4,Travel_Frequently,Full-Time,Mumbai,Yes,15-11-2021,4.3,8,6,100459,1205508,5,18050,1,Yes,4,3,1,1,8,No,71,3,1,6,No,17,No,4,2,Campus,49355,63375,East,45-54
798,Female,39,Single,PhD,Operations,Team Lead,5,Travel_Rarely,Contract,Mumbai,Yes,15-08-2024,1.5,3,5,87419,1049028,11,6704,0,Yes,3,4,4,3,11,No,22,14,1,11,No,16,No,2,3,Campus,11050,41530,North,35-44
799,Male,30,Single,High School,Operations,Team Lead,1,Non-Travel,Contract,Ahmedabad,No,03-08-2020,5.6,3,6,61104,733248,11,14481,0,Yes,1,2,4,1,5,Yes,57,13,2,13,Yes,28,No,3,4,Referral,17711,32105,South,25-34
800,Male,54,Divorced,High School,Marketing,Executive,5,Non-Travel,Full-Time,Pune,Yes,05-04-2021,4.9,0,7,100774,1209288,13,4424,1,No,3,1,3,2,1,No,1,15,1,5,No,13,No,4,4,Referral,42894,41990,North,45-54
801,Female,47,Married,Bachelor,Marketing,Analyst,5,Non-Travel,Full-Time,Ahmedabad,Yes,20-10-2017,8.3,6,0,28673,344076,22,4987,2,No,1,4,1,2,7,No,64,6,1,11,No,18,No,2,4,Consultancy,35818,80832,West,45-54
802,Female,57,Divorced,PhD,IT,Specialist,3,Travel_Rarely,Contract,Delhi,Yes,16-06-2020,5.7,7,1,104076,1248912,22,6900,0,Yes,4,2,4,2,7,No,68,17,1,14,Yes,28,No,1,3,Consultancy,33855,54758,North,55-64
803,Female,28,Single,PhD,Operations,Specialist,1,Travel_Frequently,Contract,Delhi,No,05-01-2022,4.1,6,9,125094,1501128,17,5044,0,Yes,3,2,3,1,3,Yes,10,1,2,6,No,29,Yes,2,3,Referral,26972,61530,North,25-34
804,Male,42,Single,High School,Finance,Team Lead,1,Travel_Frequently,Full-Time,Pune,No,27-09-2015,10.4,4,3,143297,1719564,18,4015,1,Yes,1,1,2,3,4,No,35,8,1,3,Yes,25,Yes,1,3,LinkedIn,35049,33052,East,35-44
805,Female,42,Married,PhD,Finance,Specialist,4,Non-Travel,Full-Time,Bangalore,Yes,24-05-2021,4.7,1,8,120152,1441824,10,832,2,No,2,1,3,4,1,Yes,53,12,4,5,No,7,No,4,4,Referral,14274,48198,East,35-44
806,Male,21,Single,High School,Marketing,Analyst,2,Travel_Rarely,Full-Time,Pune,Yes,07-04-2023,2.9,0,1,79113,949356,15,26011,2,Yes,1,1,1,4,7,Yes,96,10,3,11,No,3,Yes,2,4,Consultancy,31491,66431,South,18-24
807,Male,48,Divorced,PhD,HR,Manager,2,Travel_Rarely,Contract,Bangalore,Yes,04-08-2020,5.6,1,7,62180,746160,9,46809,2,No,2,1,2,3,4,Yes,32,11,3,8,Yes,18,No,1,4,Campus,25337,31112,South,45-54
808,Male,50,Divorced,Bachelor,Sales,Specialist,5,Non-Travel,Full-Time,Pune,No,04-12-2024,1.2,9,2,139966,1679592,13,23765,2,No,3,4,3,1,8,No,21,12,3,13,No,17,Yes,4,3,Campus,23811,89277,South,45-54
809,Female,55,Married,Master,Sales,Analyst,5,Non-Travel,Contract,Bangalore,No,20-02-2022,4,7,2,138911,1666932,23,13194,1,Yes,2,3,3,2,12,Yes,26,10,2,5,No,7,Yes,4,1,Consultancy,49781,64555,East,45-54
810,Male,56,Divorced,Bachelor,Sales,Executive,2,Travel_Rarely,Contract,Ahmedabad,Yes,15-02-2017,9,1,3,140370,1684440,6,28022,1,No,4,1,1,2,1,No,84,5,4,6,No,14,Yes,2,4,Referral,33807,30856,West,55-64
811,Male,58,Married,High School,Operations,Analyst,4,Travel_Frequently,Full-Time,Pune,No,23-04-2016,9.8,1,7,80951,971412,23,24045,0,No,3,3,1,1,9,No,37,1,3,13,No,11,Yes,3,4,LinkedIn,13015,59583,West,55-64
812,Male,31,Single,PhD,Finance,Analyst,3,Non-Travel,Full-Time,Pune,No,11-10-2020,5.4,5,5,90400,1084800,12,45712,0,No,2,4,1,2,4,No,1,5,4,8,No,11,Yes,3,4,Campus,11898,98455,North,25-34
813,Male,51,Divorced,Bachelor,Sales,Analyst,3,Non-Travel,Contract,Pune,Yes,02-08-2022,3.6,9,1,96303,1155636,5,37466,1,No,1,4,1,2,7,Yes,30,16,3,6,No,18,No,4,2,LinkedIn,16639,22478,East,45-54
814,Male,42,Divorced,PhD,IT,Analyst,2,Travel_Rarely,Contract,Bangalore,Yes,06-10-2024,1.4,6,9,117862,1414344,9,45023,1,Yes,2,4,1,4,14,No,34,18,2,4,No,4,No,1,2,Campus,19973,78565,South,35-44
815,Male,50,Single,High School,Sales,Executive,4,Non-Travel,Full-Time,Delhi,No,18-08-2021,4.5,6,3,43091,517092,21,20341,0,Yes,3,2,2,3,11,Yes,88,17,2,10,No,19,No,2,3,Consultancy,22965,32228,West,45-54
816,Female,43,Divorced,PhD,Operations,Team Lead,4,Non-Travel,Contract,Mumbai,No,06-01-2018,8.1,3,3,69229,830748,11,18454,1,Yes,2,2,4,1,3,No,47,19,2,11,No,11,No,4,2,Consultancy,35579,84102,East,35-44
817,Female,29,Married,Master,Marketing,Analyst,5,Non-Travel,Full-Time,Bangalore,Yes,15-08-2023,2.5,4,8,138296,1659552,21,16396,2,No,4,4,1,3,8,No,98,9,1,11,No,19,Yes,1,4,Campus,21631,97229,West,25-34
818,Female,37,Married,Master,Operations,Team Lead,5,Travel_Frequently,Contract,Pune,Yes,30-04-2022,3.8,4,9,44696,536352,22,19606,2,No,3,4,2,1,7,Yes,88,6,4,12,No,23,No,1,1,Consultancy,37841,25334,South,35-44
819,Male,55,Single,High School,Operations,Analyst,1,Travel_Frequently,Contract,Ahmedabad,No,24-02-2017,9,3,7,59708,716496,11,15646,0,No,4,1,2,4,3,Yes,3,2,1,5,No,19,Yes,1,2,LinkedIn,34463,95739,North,45-54
820,Male,50,Single,High School,Finance,Executive,4,Travel_Rarely,Contract,Ahmedabad,Yes,19-10-2016,9.3,3,6,39088,469056,9,14999,0,No,1,3,1,2,7,Yes,63,17,2,8,No,24,Yes,2,1,Campus,13463,47163,North,45-54
821,Female,34,Divorced,Bachelor,Marketing,Specialist,5,Non-Travel,Contract,Delhi,Yes,27-10-2016,9.3,3,4,34075,408900,18,27898,2,Yes,3,3,3,4,3,Yes,18,12,1,7,No,28,No,4,3,LinkedIn,37568,42765,South,25-34
822,Male,47,Divorced,Master,IT,Manager,1,Non-Travel,Full-Time,Mumbai,Yes,28-08-2022,3.5,7,9,136677,1640124,14,6387,2,No,4,3,2,1,13,Yes,42,7,2,3,Yes,11,No,2,3,Campus,16511,60965,East,45-54
823,Female,22,Divorced,Bachelor,HR,Team Lead,3,Travel_Rarely,Full-Time,Delhi,No,07-12-2015,10.2,1,8,105263,1263156,22,3534,1,Yes,2,3,2,3,7,Yes,13,13,3,6,No,18,Yes,2,1,Consultancy,35976,92807,North,18-24
824,Female,55,Married,High School,IT,Analyst,2,Non-Travel,Full-Time,Bangalore,Yes,28-04-2021,4.8,7,9,132436,1589232,22,13878,0,No,3,4,4,2,8,Yes,61,18,1,13,No,19,No,4,1,LinkedIn,33425,54723,North,45-54
825,Female,24,Single,High School,HR,Analyst,2,Non-Travel,Full-Time,Bangalore,No,26-01-2016,10.1,8,4,56833,681996,9,24462,2,Yes,3,2,3,2,11,No,58,16,2,8,No,10,No,2,3,Consultancy,46805,61842,East,18-24
826,Female,24,Single,PhD,Marketing,Specialist,4,Non-Travel,Full-Time,Bangalore,No,10-05-2016,9.8,6,2,97762,1173144,15,41736,0,No,1,3,1,1,9,No,45,10,1,8,No,26,Yes,3,2,Referral,23065,82546,East,18-24
827,Female,25,Married,Master,Finance,Executive,3,Non-Travel,Contract,Pune,Yes,25-02-2015,11,0,2,56388,676656,8,19407,1,Yes,1,4,4,4,10,Yes,26,14,4,4,No,29,Yes,2,4,Consultancy,14666,64023,North,18-24
828,Male,40,Single,Master,IT,Manager,5,Travel_Rarely,Contract,Ahmedabad,Yes,18-09-2015,10.4,5,3,122224,1466688,6,11651,0,Yes,3,4,3,2,11,Yes,17,5,3,5,No,16,No,1,1,Referral,31473,74157,East,35-44
829,Male,43,Divorced,Master,Operations,Executive,1,Non-Travel,Full-Time,Pune,Yes,14-08-2020,5.5,1,0,45015,540180,6,1874,1,No,4,1,4,2,11,Yes,40,6,2,10,No,6,No,1,1,LinkedIn,15736,90529,West,35-44
830,Female,50,Married,Bachelor,Finance,Manager,5,Travel_Frequently,Contract,Ahmedabad,Yes,06-08-2015,10.6,1,8,76786,921432,12,17958,0,Yes,3,4,3,1,4,No,91,16,4,12,No,3,Yes,1,4,Consultancy,43351,69662,North,45-54
831,Female,48,Married,Bachelor,Marketing,Team Lead,1,Travel_Rarely,Full-Time,Delhi,No,26-07-2020,5.6,5,2,125999,1511988,9,16770,1,Yes,2,4,4,1,11,Yes,22,13,1,7,No,21,Yes,3,2,Campus,23390,99271,South,45-54
832,Male,43,Married,Master,Finance,Specialist,2,Travel_Frequently,Contract,Bangalore,No,25-10-2017,8.3,5,6,99503,1194036,7,30894,1,Yes,3,1,1,1,2,No,35,17,4,12,No,9,No,4,2,Referral,44941,20797,South,35-44
833,Male,28,Divorced,Bachelor,Operations,Specialist,5,Non-Travel,Contract,Delhi,Yes,20-08-2017,8.5,7,7,67754,813048,15,5289,0,Yes,2,4,4,2,4,Yes,63,14,3,3,No,23,No,4,1,LinkedIn,18722,70142,North,25-34
834,Female,53,Single,High School,Operations,Specialist,5,Travel_Rarely,Full-Time,Pune,No,30-12-2015,10.2,7,0,137129,1645548,5,21621,1,No,3,4,2,4,10,Yes,79,9,1,5,No,2,Yes,1,4,Consultancy,20786,62706,South,45-54
835,Male,31,Married,High School,IT,Executive,2,Travel_Frequently,Contract,Delhi,Yes,26-10-2022,3.3,0,4,96587,1159044,6,16833,0,Yes,1,3,2,3,13,Yes,31,13,2,4,No,11,Yes,3,3,Referral,38231,29642,West,25-34
836,Male,27,Single,Bachelor,HR,Analyst,1,Travel_Frequently,Contract,Pune,Yes,27-10-2023,2.3,4,4,92571,1110852,11,16784,2,No,1,4,3,3,14,No,50,9,1,13,No,27,No,3,3,Consultancy,34011,92578,East,25-34
837,Male,35,Divorced,PhD,IT,Analyst,3,Travel_Rarely,Contract,Mumbai,Yes,20-09-2017,8.4,2,6,22018,264216,14,683,2,Yes,4,2,3,2,11,Yes,60,7,1,5,No,2,No,2,3,Consultancy,17819,49136,South,25-34
838,Female,52,Single,Master,Sales,Executive,3,Travel_Frequently,Contract,Delhi,No,29-09-2016,9.4,5,7,95592,1147104,17,21443,2,No,1,4,2,2,7,No,66,6,4,7,No,19,Yes,2,1,Consultancy,12936,97400,West,45-54
839,Female,56,Single,PhD,Sales,Team Lead,5,Travel_Frequently,Full-Time,Bangalore,Yes,04-05-2023,2.8,4,1,115390,1384680,10,13450,2,Yes,2,4,2,3,14,Yes,51,9,1,9,No,4,Yes,4,4,Campus,49395,84975,East,55-64
840,Male,55,Divorced,PhD,Operations,Team Lead,5,Travel_Frequently,Full-Time,Mumbai,Yes,13-10-2015,10.4,0,8,113650,1363800,13,25236,1,No,1,4,4,1,11,No,66,19,4,9,No,25,Yes,2,3,Campus,18599,28715,South,45-54
841,Male,50,Single,PhD,Finance,Analyst,5,Non-Travel,Contract,Mumbai,No,05-12-2015,10.2,6,0,34783,417396,16,17139,1,No,1,3,3,4,3,Yes,16,16,3,3,Yes,9,No,4,2,Referral,37365,45618,North,45-54
842,Female,29,Married,Bachelor,Sales,Team Lead,3,Non-Travel,Full-Time,Mumbai,Yes,24-10-2023,2.3,1,0,40639,487668,7,35162,2,Yes,1,2,2,4,4,No,31,7,3,9,No,18,Yes,3,1,Referral,32353,48530,South,25-34
843,Male,26,Single,Bachelor,Marketing,Executive,1,Travel_Rarely,Full-Time,Delhi,No,14-05-2015,10.8,5,5,131347,1576164,17,20163,1,No,3,1,2,1,4,No,43,6,2,12,No,6,No,4,2,Campus,27984,98271,South,25-34
844,Male,52,Single,Master,Finance,Manager,2,Non-Travel,Contract,Mumbai,No,21-11-2020,5.3,3,3,62257,747084,14,41982,1,Yes,2,3,4,3,11,Yes,3,18,2,6,No,8,No,4,4,Referral,49387,94655,West,45-54
845,Female,39,Single,PhD,Marketing,Team Lead,2,Travel_Frequently,Full-Time,Mumbai,No,31-05-2017,8.7,8,9,66095,793140,7,16278,1,Yes,4,2,1,4,6,No,19,10,4,10,Yes,14,Yes,2,1,Consultancy,17913,95531,West,35-44
846,Male,53,Single,Bachelor,HR,Specialist,1,Travel_Rarely,Full-Time,Pune,No,01-10-2017,8.4,7,5,121719,1460628,7,37112,1,No,2,4,4,1,3,No,23,12,3,10,No,8,No,2,3,Referral,33075,73655,North,45-54
847,Female,56,Divorced,Bachelor,Sales,Executive,4,Non-Travel,Full-Time,Mumbai,No,23-10-2023,2.3,2,8,51293,615516,14,6068,0,Yes,4,1,2,2,6,Yes,66,17,1,7,No,21,Yes,4,4,Consultancy,37696,92025,South,55-64
848,Male,42,Married,High School,Finance,Specialist,2,Travel_Rarely,Contract,Ahmedabad,No,13-03-2018,7.9,2,6,114147,1369764,14,36074,1,No,1,3,2,4,4,No,28,15,4,14,No,14,No,4,1,Consultancy,16223,34197,West,35-44
849,Male,29,Married,Master,Marketing,Specialist,5,Travel_Rarely,Full-Time,Bangalore,No,25-05-2024,1.7,9,8,100375,1204500,16,13792,1,Yes,1,4,4,4,2,Yes,26,12,2,14,No,9,No,1,1,Referral,46155,57481,South,25-34
850,Male,22,Divorced,PhD,Sales,Analyst,3,Non-Travel,Contract,Delhi,No,02-08-2016,9.6,8,6,87967,1055604,19,36189,2,Yes,4,3,1,4,4,No,14,17,4,14,No,2,Yes,2,3,LinkedIn,31198,77803,West,18-24
851,Male,31,Single,Master,Operations,Manager,1,Non-Travel,Contract,Mumbai,No,31-12-2022,3.1,2,7,81439,977268,15,20110,1,No,1,2,3,2,2,No,93,6,4,13,Yes,14,No,1,3,Referral,36990,89214,West,25-34
852,Male,43,Single,Master,Finance,Manager,5,Non-Travel,Contract,Bangalore,No,23-08-2017,8.5,0,0,71090,853080,17,40957,2,No,1,3,1,3,4,No,22,8,3,6,No,24,Yes,2,1,Campus,24344,25870,South,35-44
853,Male,30,Single,High School,Marketing,Manager,3,Travel_Rarely,Full-Time,Mumbai,Yes,30-11-2019,6.2,3,1,124247,1490964,14,10607,0,Yes,3,1,1,3,4,No,81,15,2,11,No,2,Yes,3,3,Consultancy,16260,45778,South,25-34
854,Male,57,Married,Bachelor,Operations,Executive,3,Travel_Frequently,Contract,Ahmedabad,No,18-01-2017,9.1,0,8,40557,486684,17,33763,0,No,2,3,3,3,12,Yes,10,3,2,12,No,13,Yes,1,4,Consultancy,12070,33771,North,55-64
855,Male,39,Divorced,High School,IT,Executive,3,Travel_Rarely,Full-Time,Bangalore,No,16-12-2016,9.2,8,9,103364,1240368,17,46323,0,Yes,2,3,1,1,9,No,19,5,3,9,No,15,Yes,2,4,Campus,22029,61583,South,35-44
856,Female,54,Single,Master,Operations,Team Lead,5,Non-Travel,Contract,Ahmedabad,Yes,25-06-2021,4.7,2,6,89368,1072416,13,47259,1,No,4,1,3,2,7,Yes,89,0,2,7,No,4,No,4,4,Campus,18032,99811,South,45-54
857,Female,21,Married,High School,Sales,Analyst,2,Travel_Rarely,Full-Time,Ahmedabad,No,15-05-2015,10.8,1,8,91135,1093620,8,43275,1,Yes,3,1,4,3,4,Yes,22,0,2,6,No,4,No,1,4,Consultancy,28789,59651,West,18-24
858,Male,24,Single,Bachelor,Operations,Team Lead,1,Non-Travel,Full-Time,Ahmedabad,Yes,01-02-2020,6.1,1,4,58907,706884,18,46332,0,No,3,3,3,3,9,Yes,45,12,2,9,No,5,No,1,4,Consultancy,49989,60582,East,18-24
859,Female,52,Married,High School,Finance,Analyst,2,Non-Travel,Full-Time,Delhi,No,01-09-2020,5.5,5,5,133814,1605768,6,23324,2,No,4,3,1,3,12,No,59,19,4,6,No,6,Yes,4,1,Campus,48193,99693,South,45-54
860,Male,44,Divorced,Master,Sales,Manager,5,Non-Travel,Contract,Ahmedabad,Yes,26-10-2019,6.3,0,2,121109,1453308,17,24488,0,Yes,1,4,2,4,6,Yes,1,14,4,6,No,25,Yes,2,4,Consultancy,28009,79763,South,35-44
861,Female,57,Divorced,High School,IT,Specialist,2,Non-Travel,Full-Time,Pune,No,28-04-2016,9.8,9,3,78882,946584,20,18356,0,Yes,4,3,3,1,4,No,74,14,3,4,No,14,Yes,1,1,LinkedIn,29954,20705,East,55-64
862,Male,56,Single,High School,IT,Manager,4,Travel_Frequently,Contract,Delhi,Yes,05-10-2015,10.4,5,7,122116,1465392,9,21903,1,Yes,3,2,2,1,13,Yes,36,16,2,3,No,6,Yes,2,1,Consultancy,12573,38973,South,55-64
863,Female,57,Married,PhD,Finance,Team Lead,3,Travel_Frequently,Contract,Bangalore,Yes,20-09-2019,6.4,5,9,136149,1633788,24,32433,0,Yes,1,4,3,4,10,Yes,91,18,1,4,No,15,Yes,3,2,Campus,16173,26932,South,55-64
864,Female,32,Divorced,High School,Sales,Specialist,2,Travel_Frequently,Full-Time,Bangalore,Yes,18-06-2015,10.7,8,1,88193,1058316,20,4607,0,No,3,4,1,4,3,Yes,50,12,2,6,No,24,Yes,1,4,LinkedIn,47275,33937,West,25-34
865,Female,40,Single,Bachelor,Operations,Specialist,5,Travel_Rarely,Full-Time,Ahmedabad,Yes,07-09-2016,9.5,5,8,32343,388116,21,718,0,No,2,3,4,1,3,Yes,37,3,1,5,No,13,No,4,1,Consultancy,30559,43565,South,35-44
866,Female,52,Single,PhD,Sales,Analyst,4,Travel_Frequently,Contract,Bangalore,No,19-12-2022,3.2,6,0,33376,400512,5,7534,1,No,3,1,1,4,7,No,89,15,3,11,No,26,No,1,2,Referral,26450,22090,North,45-54
867,Female,27,Single,PhD,Sales,Team Lead,3,Travel_Frequently,Full-Time,Bangalore,No,28-07-2023,2.6,3,6,97243,1166916,15,17747,1,No,3,1,3,4,6,No,40,4,2,4,No,3,No,1,2,Consultancy,17050,58779,North,25-34
868,Male,55,Single,Master,Marketing,Analyst,2,Travel_Frequently,Contract,Pune,No,06-06-2015,10.7,0,0,56918,683016,14,31528,1,Yes,3,4,2,4,1,Yes,33,11,3,6,Yes,26,Yes,3,1,Referral,13417,91981,South,45-54
